"","ARI"
"Purity",0.952737605983183
"Fmeasure",0.481864134705247
"RI",0.999390745563008
"ARI",1
"ball_hall",0.0631371688053666
"banfeld_raftery",NA
"c_index",-0.292883529894708
"calinski_harabasz",0.705142098884185
"davies_bouldin",-0.0914739656113037
"det_ratio",0.136676155885531
"dunn",-0.414971400326394
"gamma",NA
"g_plus",0.0802632941583241
"gdi11",-0.414971400326394
"gdi12",-0.392519016688232
"gdi13",-0.396088534604212
"gdi21",0.488032903259885
"gdi22",0.592103730379122
"gdi23",0.565961166307674
"gdi31",0.0341432564057584
"gdi32",0.0563234298930059
"gdi33",0.0338301201698965
"gdi41",0.0918351381384366
"gdi42",0.10204596344331
"gdi43",0.0817663433182015
"gdi51",-0.12206139132663
"gdi52",-0.0357245282025595
"gdi53",-0.0776471945223875
"ksq_detw",-0.0542052132656809
"log_det_ratio",0.449042921209029
"log_ss_ratio",0.597524288837275
"mcclain_rao",-0.206159012869307
"pbm",0.378977565545447
"point_biserial",-0.550331338964258
"ray_turi",-0.0546169398085994
"ratkowsky_lance",0.428251912970883
"scott_symons",NA
"sd_scat",-0.352435919473794
"sd_dis",-0.233475195822035
"s_dbw",0.20503141390619
"silhouette",-0.000424539067560344
"tau",0.0163413964416213
"trace_w",-0.139009713140321
"trace_wib",0.383803018147819
"wemmert_gancarski",0.265177338421707
"xie_beni",-0.00780236199242754
"infomax",0.632573936628804
"Time",-0.0177899284663937
